Country,City,AccentCity,Region,Population,Latitude,Longitude,Test3,Prefecture
jp,nanokawado,Nanokawado,20,,33.55,133.133333,33.55,kochi
jp,nanomi,Nanomi,12,,42.55,142.333333,42.55,hokkaido
jp,nanseien,Nanseien,47,,24.857794,125.304317,24.857794,okinawa
jp,nanse,Nanse,12,,42.891389,143.336111,42.891389,hokkaido
jp,nanto,Nanto,42,,36.512737,136.893519,36.512737,toyama
jp,nanukaichi,Nanukaichi,2,,40.166667,140.4,40.166667,akita
jp,nanukaichi,Nanukaichi,23,,34.4,136.216667,34.4,mie
jp,nanukaichi,Nanukaichi,31,,34.6,133.466667,34.6,okayama
jp,nanukamachi,Nanukamachi,29,,37.816667,139.15,37.816667,niigata
jp,nanuka,Nanuka,29,,37.816667,139.15,37.816667,niigata
jp,nanzatu,Nanzatu,47,,26.6525,127.924722,26.6525,okinawa
jp,naoe,Naoe,36,,35.383333,132.816667,35.383333,shimane
jp,naoetsu,Naoetsu,29,,37.183333,138.25,37.183333,niigata
jp,naoetu,Naoetu,29,,37.183333,138.25,37.183333,niigata
jp,naogata,Naogata,7,,33.733333,130.733333,33.733333,fukuoka
jp,naojetsu,Naojetsu,29,,37.183333,138.25,37.183333,niigata
jp,naokata,Naokata,7,,33.733333,130.733333,33.733333,fukuoka
jp,naon,Naon,18,,28.333333,129.316667,28.333333,kagoshima
jp,naoshima,Naoshima,17,,34.461667,133.996667,34.461667,kagawa
jp,narabuchi,Narabuchi,2,,39.4,140.233333,39.4,akita
jp,narada,Narada,46,,35.566667,138.3,35.566667,yamanashi
jp,nara-dantai,Nara-dantai,12,,43.616667,144.883333,43.616667,hokkaido
jp,narage,Narage,14,,36,140.583333,36,ibaraki
jp,narage,Narage,44,,38.1,140.316667,38.1,yamagata
jp,nara,Nara,7,,33.633333,130.783333,33.633333,fukuoka
jp,nara,Nara,12,,43.616667,144.883333,43.616667,hokkaido
jp,narao,Narao,27,,32.836389,129.058056,32.836389,nagasaki
jp,narasaki,Narasaki,2,,39.166667,140.316667,39.166667,akita
jp,nara-shi,Nara-shi,28,,34.685278,135.832778,34.685278,nara
jp,narashino,Narashino,4,156085,35.683333,140.033333,35.683333,chiba
jp,narashita,Narashita,44,,38.1,140.316667,38.1,yamagata
jp,narawa,Narawa,1,,34.883333,136.916667,34.883333,aichi
jp,narawa,Narawa,4,,35.436667,139.96,35.436667,chiba
jp,narazaki,Narazaki,2,,39.166667,140.316667,39.166667,akita
jp,nariha,Nariha,31,,34.783333,133.55,34.783333,okayama
jp,narihirabashi,Narihirabashi,40,,35.7,139.816667,35.7,tokyo
jp,narihira,Narihira,40,,35.7,139.816667,35.7,tokyo
jp,nariiwa,Nariiwa,1,,34.883333,136.916667,34.883333,aichi
jp,narimatsu,Narimatsu,13,,35.166667,135.033333,35.166667,hyogo
jp,narisawa,Narisawa,46,,35.75,138.733333,35.75,yamanashi
jp,narishido,Narishido,47,,26.646608,127.955742,26.646608,okinawa
jp,narita,Narita,4,100644,35.783333,140.316667,35.783333,chiba
jp,nariu,Nariu,22,,35.58,135.446667,35.58,kyoto
jp,nariwa,Nariwa,31,,34.783333,133.55,34.783333,okayama
jp,nariya,Nariya,47,,24.35,123.733333,24.35,okinawa
jp,narude,Narude,42,,36.35,136.883333,36.35,toyama
jp,narugami,Narugami,12,,42.133333,139.966667,42.133333,hokkaido
jp,narugo,Narugo,24,,38.739444,140.708889,38.739444,miyagi
jp,narukami,Narukami,43,,34.233333,135.216667,34.233333,wakayama
jp,narumi,Narumi,1,,35.083333,136.95,35.083333,aichi
jp,naru,Naru,27,,32.833333,128.933333,32.833333,nagasaki
jp,narusawa,Narusawa,46,,35.75,138.733333,35.75,yamanashi
jp,narushima,Narushima,27,,32.816667,128.933333,32.816667,nagasaki
jp,naruto,Naruto,4,25697,35.6,140.416667,35.6,chiba
jp,naruto,Naruto,39,64083,34.183333,134.616667,34.183333,tokushima
jp,naruya,Naruya,5,,33.566667,132.716667,33.566667,ehime
jp,nasa,Nasa,39,,33.583333,134.333333,33.583333,tokushima
jp,nase,Nase,18,,28.366667,129.483333,28.366667,kagoshima
jp,nashiro,Nashiro,47,,26.104444,127.658889,26.104444,okinawa
jp,nashitsukuri,Nashitsukuri,32,,34.783333,135.666667,34.783333,osaka
jp,nashizukuri,Nashizukuri,32,,34.783333,135.666667,34.783333,osaka
jp,nassafu,Nassafu,12,,43.383333,145.808889,43.383333,hokkaido
jp,nasukarasuyama,Nasukarasuyama,38,,36.652331,140.160842,36.652331,tochigi
jp,nasushiobara,Nasushiobara,38,,36.976815,140.06642,36.976815,tochigi
jp,nasu-yumoto,Nasu-yumoto,38,,37.083333,139.983333,37.083333,tochigi
jp,natachi,Natachi,29,,37.15,138.1,37.15,niigata
jp,natachiomachi,Natachiomachi,29,,37.15,138.1,37.15,niigata
jp,nataka,Nataka,43,,34.133333,135.216667,34.133333,wakayama
jp,natemachi,Natemachi,43,,34.266667,135.433333,34.266667,wakayama
jp,nate,Nate,43,,34.266667,135.433333,34.266667,wakayama
jp,natona,Natona,4,,35.25,140.083333,35.25,chiba
jp,nato-otofuke,Nato-otofuke,12,,43.183333,143.216667,43.183333,hokkaido
jp,natori,Natori,24,75563,38.166667,140.883333,38.166667,miyagi
jp,natori-shi,Natori-shi,24,,38.166667,140.883333,38.166667,miyagi
jp,natsugusa,Natsugusa,23,,34.35,136.75,34.35,mie
jp,natsui,Natsui,18,,31.466667,131.135833,31.466667,kagoshima
jp,natsui,Natsui,27,,32.85,128.916667,32.85,nagasaki
jp,natsuji,Natsuji,12,,42.316667,140.116667,42.316667,hokkaido
jp,natsukusa,Natsukusa,23,,34.35,136.75,34.35,mie
jp,natsumai,Natsumai,9,,36.133333,137.066667,36.133333,gifu
jp,natsumaya,Natsumaya,9,,36.133333,137.066667,36.133333,gifu
jp,natsumi,Natsumi,14,,36.283333,140.55,36.283333,ibaraki
jp,natsumi,Natsumi,35,,34.983333,136.1,34.983333,shiga
jp,natsuro,Natsuro,12,,42.316667,140.116667,42.316667,hokkaido
jp,natsusaka,Natsusaka,3,,40.292222,141.008611,40.292222,aomori
jp,natsushimacho,Natsushimacho,19,,35.3,139.633333,35.3,kanagawa
jp,natsushima,Natsushima,19,,35.3,139.633333,35.3,kanagawa
jp,natsuyama,Natsuyama,16,,39.033333,141.25,39.033333,iwate
jp,natsuzaka,Natsuzaka,3,,40.292222,141.008611,40.292222,aomori
jp,natsuzeonsen,Natsuzeonsen,2,,39.616667,140.7,39.616667,akita
jp,naune,Naune,20,,33.5,134.266667,33.5,kochi
jp,nawaji,Nawaji,37,,34.716667,138.966667,34.716667,shizuoka
jp,nawama,Nawama,6,,35.683333,136.009444,35.683333,fukui
jp,nawa,Nawa,1,,35.05,136.9,35.05,aichi
jp,nawa,Nawa,41,,35.5,133.483333,35.5,tottori
jp,nawa,Nawa,47,,26.2125,127.681111,26.2125,okinawa
jp,nawari,Nawari,20,,33.416667,134.016667,33.416667,kochi
jp,nayaura,Nayaura,23,,34.266667,136.533333,34.266667,mie
jp,nayoro,Nayoro,12,26457,44.350556,142.457778,44.350556,hokkaido
jp,nayoru,Nayoru,12,,44.350556,142.457778,44.350556,hokkaido
jp,naze,Naze,18,41366,28.366667,129.483333,28.366667,kagoshima
jp,nazukawa,Nazukawa,31,,34.633333,133.85,34.633333,okayama
jp,neba,Neba,26,,35.25,137.583333,35.25,nagano
jp,nebane,Nebane,26,,35.25,137.583333,35.25,nagano
jp,nebara,Nebara,37,,35.416667,138.583333,35.416667,shizuoka
jp,nebugawa,Nebugawa,19,,35.2,139.133333,35.2,kanagawa
jp,nebukawa,Nebukawa,19,,35.2,139.133333,35.2,kanagawa
jp,nebuta,Nebuta,12,,41.45,140.039444,41.45,hokkaido
jp,negai,Negai,29,,38.316667,138.466667,38.316667,niigata
jp,negicho,Negicho,1,,35.166667,136.883333,35.166667,aichi
jp,negijuku,Negijuku,4,,35.316667,140.366667,35.316667,chiba
jp,neginohata,Neginohata,37,,34.816667,138.816667,34.816667,shizuoka
jp,negishicho,Negishicho,19,,35.416667,139.633333,35.416667,kanagawa
jp,negishimachi,Negishimachi,19,,35.416667,139.633333,35.416667,kanagawa
jp,negishi,Negishi,19,,35.416667,139.633333,35.416667,kanagawa
jp,negishi,Negishi,40,,35.716667,139.783333,35.716667,tokyo
jp,negoya,Negoya,14,,36,140.533333,36,ibaraki
jp,negoya,Negoya,29,,36.95,137.866667,36.95,niigata
jp,negoya,Negoya,34,,35.968611,139.104167,35.968611,saitama
jp,nehara,Nehara,37,,35.416667,138.583333,35.416667,shizuoka
jp,neichi,Neichi,16,,39.633333,141.883333,39.633333,iwate
jp,neiraku,Neiraku,12,,44.016667,141.783333,44.016667,hokkaido
jp,nejiko,Nejiko,27,,33.283333,129.433333,33.283333,nagasaki
jp,nekkomachi,Nekkomachi,16,,39.1,141.266667,39.1,iwate
jp,neko,Neko,24,,38.417678,141.166148,38.417678,miyagi
jp,nekoya,Nekoya,14,,36,140.533333,36,ibaraki
jp,nemawari,Nemawari,24,,38.407765,141.07131,38.407765,miyagi
jp,nemoro,Nemoro,19,,35.574167,139.270833,35.574167,kanagawa
jp,nemoto,Nemoto,4,,34.9,139.833333,34.9,chiba
jp,nemuro,Nemuro,12,31224,43.323611,145.575,43.323611,hokkaido
jp,nenokuchi,Nenokuchi,3,,40.466667,140.933333,40.466667,aomori
jp,nenoshiroishi,Nenoshiroishi,24,,38.339722,140.791944,38.339722,miyagi
jp,neo,Neo,27,,34.233333,129.316667,34.233333,nagasaki
jp,nerima,Nerima,40,,35.733333,139.65,35.733333,tokyo
jp,nerome,Nerome,47,,26.696108,128.113917,26.696108,okinawa
jp,nerume,Nerume,47,,26.696108,128.113917,26.696108,okinawa
jp,nerumi,Nerumi,47,,26.696108,128.113917,26.696108,okinawa
jp,neshikocho,Neshikocho,27,,33.283333,129.433333,33.283333,nagasaki
jp,neshiko,Neshiko,27,,33.283333,129.433333,33.283333,nagasaki
jp,nesiko,Nesiko,27,,33.283333,129.433333,33.283333,nagasaki
jp,neu,Neu,41,,35.233333,133.433333,35.233333,tottori
jp,neyagawa,Neyagawa,32,245112,34.75,135.633333,34.75,osaka
jp,nezame,Nezame,26,,35.766667,137.7,35.766667,nagano
jp,nezugaseki,Nezugaseki,44,,38.55,139.55,38.55,yamagata
jp,nezumigaseki,Nezumigaseki,44,,38.55,139.55,38.55,yamagata
jp,niageba,Niageba,2,,40.216667,140.233333,40.216667,akita
jp,niagecho,Niagecho,30,,33.233333,131.616667,33.233333,oita
jp,niagemachi,Niagemachi,30,,33.233333,131.616667,33.233333,oita
jp,niahi-niigata,Niahi-niigata,29,,37.902222,139.023611,37.902222,niigata
jp,nibancho,Nibancho,40,,35.683333,139.733333,35.683333,tokyo
jp,nibangawa,Nibangawa,12,,43.433333,141.583333,43.433333,hokkaido
jp,nibori-higashi,Nibori-higashi,31,,34.866667,134.016667,34.866667,okayama
jp,nibuna,Nibuna,2,,40.185278,140.226111,40.185278,akita
jp,nibu,Nibu,41,,35.283333,133.416667,35.283333,tottori
jp,nibuno,Nibuno,13,,34.866667,134.716667,34.866667,hyogo
jp,niburi,Niburi,36,,36,133.033333,36,shimane
jp,nichihara,Nichihara,36,,34.533333,131.833333,34.533333,shimane
jp,nichinan,Nichinan,25,44243,31.6,131.366667,31.6,miyazaki
jp,nichintomari,Nichintomari,12,,45.2,141.316667,45.2,hokkaido
jp,nigashi,Nigashi,27,,32.616667,130.2,32.616667,nagasaki
jp,nigatacho,Nigatacho,11,,34.216667,132.65,34.216667,hiroshima
jp,nigatake,Nigatake,24,,38.266667,140.9,38.266667,miyagi
jp,nigatamachi,Nigatamachi,11,,34.216667,132.65,34.216667,hiroshima
jp,nigata,Nigata,11,,34.216667,132.65,34.216667,hiroshima
jp,nigishima,Nigishima,23,,33.933333,136.183333,33.933333,mie
jp,nigo,Nigo,23,,34.2,136.333333,34.2,mie
jp,nigo,Nigo,24,,38.475376,141.134092,38.475376,miyagi
jp,nigonki-machi,Nigonki-machi,29,,36.966667,138.233333,36.966667,niigata
jp,nigoriike,Nigoriike,15,,36.45,136.466667,36.45,ishikawa
jp,nigorikawa,Nigorikawa,11,,34.883333,132.95,34.883333,hiroshima
jp,nihammatsu,Nihammatsu,19,,35.372778,139.391667,35.372778,kanagawa
jp,nihombara,Nihombara,31,,35.1,134.133333,35.1,okayama
jp,nihombashidor,Nihombashidor,40,,35.666667,139.783333,35.666667,tokyo
jp,nihombashi-edobashi,Nihombashi-Edobashi,40,,35.683333,139.766667,35.683333,tokyo
jp,nihombashi-gofukubashi,Nihombashi-Gofukubashi,40,,35.683333,139.766667,35.683333,tokyo
jp,nihombashi-hakozakicho,Nihombashi-Hakozakicho,40,,35.683333,139.783333,35.683333,tokyo
jp,nihombashi-hamacho,Nihombashi-Hamacho,40,,35.683333,139.783333,35.683333,tokyo
jp,nihombashi-kakigaracho,Nihombashi-Kakigaracho,40,,35.683333,139.783333,35.683333,tokyo
jp,nihombashi-kayabacho,Nihombashi-Kayabacho,40,,35.666667,139.783333,35.666667,tokyo
jp,nihombashi-nakazu,Nihombashi-Nakazu,40,,35.683333,139.8,35.683333,tokyo
jp,nihombashi-ryogoku,Nihombashi-Ryogoku,40,,35.683333,139.8,35.683333,tokyo
jp,nihommatsu,Nihommatsu,8,36287,37.583333,140.433333,37.583333,fukushima
jp,nihommatsu,Nihommatsu,18,,31.27,131.116667,31.27,kagoshima
jp,nihommatsu,Nihommatsu,29,,37.95,139.266667,37.95,niigata
jp,nihonbashi gofukubashi,Nihonbashi Gofukubashi,40,,35.683333,139.766667,35.683333,tokyo
jp,nihon'enoki,Nihon'enoki,40,,35.633333,139.733333,35.633333,tokyo
jp,nihonghi,Nihonghi,29,,36.966667,138.233333,36.966667,niigata
jp,nihongi,Nihongi,1,,34.883333,137.016667,34.883333,aichi
jp,nihongi,Nihongi,23,,34.65,136.366667,34.65,mie
jp,nihongi,Nihongi,29,,36.966667,138.233333,36.966667,niigata
jp,nihongi,Nihongi,34,,35.791389,139.358889,35.791389,saitama
jp,nihongusu,Nihongusu,27,,32.666667,128.733333,32.666667,nagasaki
jp,niho,Niho,45,,34.216667,131.55,34.216667,yamaguchi
jp,nihonkusu,Nihonkusu,27,,32.666667,128.733333,32.666667,nagasaki
jp,nihonmatsu,Nihonmatsu,8,,37.583333,140.433333,37.583333,fukushima
jp,nihonmatsu,Nihonmatsu,29,,37.95,139.266667,37.95,niigata
jp,nihon'odori,Nihon'odori,19,,35.45,139.65,35.45,kanagawa
jp,nihonsugi,Nihonsugi,21,,32.566667,130.9,32.566667,kumamoto
jp,nihorihigashi,Nihorihigashi,31,,34.866667,134.016667,34.866667,okayama
jp,niibo,Niibo,29,,38.016667,138.416667,38.016667,niigata
jp,niibori,Niibori,44,,38.866667,139.883333,38.866667,yamagata
jp,niidade,Niidade,8,,37.483333,140.583333,37.483333,fukushima
jp,niida,Niida,2,,39.666667,140.116667,39.666667,akita
jp,niida,Niida,3,,40.483333,141.533333,40.483333,aomori
jp,niida,Niida,8,,37.333333,140.316667,37.333333,fukushima
jp,niida,Niida,20,,33.233333,133.166667,33.233333,kochi
jp,niida,Niida,24,,38.285,140.956111,38.285,miyagi
jp,niida,Niida,29,,37.683333,138.983333,37.683333,niigata
jp,niida,Niida,30,,33.066667,131.35,33.066667,oita
jp,niidate,Niidate,8,,37.483333,140.583333,37.483333,fukushima
jp,niigata,Niigata,29,505276,37.902222,139.023611,37.902222,niigata
jp,niigata-shi,Niigata-shi,29,,37.902222,139.023611,37.902222,niigata
jp,niihama,Niihama,4,,35.558333,140.116667,35.558333,chiba
jp,niihama,Niihama,5,123061,33.959326,133.316722,33.959326,ehime
jp,niiho,Niiho,29,,38.016667,138.383333,38.016667,niigata
jp,niihori,Niihori,44,,38.866667,139.883333,38.866667,yamagata
jp,niijuku,Niijuku,8,,37.033333,140.5,37.033333,fukushima
jp,niijuku,Niijuku,44,,38.018056,140.255278,38.018056,yamagata
jp,niikappu,Niikappu,12,,42.35,142.316667,42.35,hokkaido
jp,niikura,Niikura,34,,35.783333,139.616667,35.783333,saitama
jp,niimi,Niimi,31,23787,34.983333,133.466667,34.983333,okayama
jp,niimura,Niimura,26,,36.216667,137.9,36.216667,nagano
jp,niinai,Niinai,12,,43.152778,142.816944,43.152778,hokkaido
jp,niinauri,Niinauri,25,,31.966667,131.433333,31.966667,miyazaki
jp,niinazume,Niinazume,25,,31.966667,131.433333,31.966667,miyazaki
jp,nii,Nii,13,,35.233333,134.783333,35.233333,hyogo
jp,nii,Nii,22,,35.693333,135.302778,35.693333,kyoto
jp,nii,Nii,27,,34.4,129.316667,34.4,nagasaki
jp,niino-higashi,Niino-higashi,31,,35.1,134.116667,35.1,okayama
jp,niino,Niino,26,,35.25,137.75,35.25,nagano
jp,niisaki,Niisaki,15,,37.2,136.916667,37.2,ishikawa
jp,niisama,Niisama,12,,44.1,142.733333,44.1,hokkaido
jp,niisamashigaichi,Niisamashigaichi,12,,44.1,142.733333,44.1,hokkaido
jp,niishimamura,Niishimamura,40,,34.75,139.35,34.75,tokyo
jp,niishuku,Niishuku,44,,38.018056,140.255278,38.018056,yamagata
jp,niiso,Niiso,34,,35.8,139.65,35.8,saitama
jp,niita,Niita,3,,40.483333,141.533333,40.483333,aomori
jp,niita,Niita,16,,39.466667,141.683333,39.466667,iwate
jp,niitate,Niitate,8,,37.483333,140.583333,37.483333,fukushima
jp,niitsu,Niitsu,29,65911,37.8,139.116667,37.8,niigata
jp,niitu,Niitu,29,,37.8,139.116667,37.8,niigata
jp,niiyamachi,Niiyamachi,5,,33.533333,132.6,33.533333,ehime
jp,niiyamahama,Niiyamahama,24,,38.316667,141.533333,38.316667,miyagi
jp,niiyama,Niiyama,24,,38.316667,141.533333,38.316667,miyagi
jp,niiya,Niiya,5,,33.533333,132.6,33.533333,ehime
jp,niizaki,Niizaki,15,,37.2,136.916667,37.2,ishikawa
jp,niiza,Niiza,34,153591,35.797915,139.525391,35.797915,saitama
jp,niizato,Niizato,47,,24.729622,125.341222,24.729622,okinawa
jp,niizo,Niizo,34,,35.8,139.65,35.8,saitama
jp,niizu,Niizu,29,,37.8,139.116667,37.8,niigata
jp,nijinomatsubara,Nijinomatsubara,33,,33.436111,130.006667,33.436111,saga
jp,nijissen,Nijissen,12,,44.107222,143.008611,44.107222,hokkaido
jp,nijkugo,Nijkugo,12,,44.618889,141.941944,44.618889,hokkaido
jp,nijuban,Nijuban,18,,30.583333,130.983333,30.583333,kagoshima
jp,nijubori,Nijubori,18,,31.633333,130.9,31.633333,kagoshima
jp,nijugosen,Nijugosen,12,,44.541389,142.567222,44.541389,hokkaido
jp,nijuissen,Nijuissen,12,,44.216667,142.15,44.216667,hokkaido
jp,nijukugo,Nijukugo,12,,44.618889,141.941944,44.618889,hokkaido
jp,nijurokugo,Nijurokugo,12,,44.040556,143.642222,44.040556,hokkaido
jp,nijurokusen,Nijurokusen,12,,44.766667,142.383333,44.766667,hokkaido
jp,nijusango,Nijusango,12,,43.616667,144.116667,43.616667,hokkaido
jp,nijusansen,Nijusansen,12,,43.616667,144.116667,43.616667,hokkaido
jp,nijushisen,Nijushisen,12,,44.075278,143.073611,44.075278,hokkaido
jp,nikaho,Nikaho,2,,39.270769,139.939494,39.270769,akita
jp,nikaido,Nikaido,28,,34.6,135.8,34.6,nara
jp,nikatamachi,Nikatamachi,11,,34.216667,132.65,34.216667,hiroshima
jp,nikata,Nikata,11,,34.216667,132.65,34.216667,hiroshima
jp,nikijima,Nikijima,23,,33.933333,136.183333,33.933333,mie
jp,niki,Niki,12,,43.15,140.766667,43.15,hokkaido
jp,niki,Niki,13,,34.85,134.45,34.85,hyogo
jp,nikishima,Nikishima,23,,33.933333,136.183333,33.933333,mie
jp,nikkawahama,Nikkawahama,14,,35.866667,140.733333,35.866667,ibaraki
jp,nikkawa,Nikkawa,14,,35.866667,140.683333,35.866667,ibaraki
jp,nikke,Nikke,44,,38.783333,140.233333,38.783333,yamagata
jp,nikko,Nikko,38,16042,36.75,139.616667,36.75,tochigi
jp,nima,Nima,36,,35.15,132.4,35.15,shimane
jp,ninazume,Ninazume,25,,31.966667,131.433333,31.966667,miyazaki
jp,ninikoibetsu,Ninikoibetsu,12,,43.133333,144.233333,43.133333,hokkaido
jp,ninishibetsu,Ninishibetsu,12,,43.133333,144.233333,43.133333,hokkaido
jp,niniu,Niniu,12,,42.95,142.333333,42.95,hokkaido
jp,ninohe,Ninohe,16,26873,40.290813,141.31334,40.290813,iwate
jp,ninokura,Ninokura,24,,38.101111,140.921944,38.101111,miyagi
jp,ninomata,Ninomata,16,,39.033333,141.533333,39.033333,iwate
jp,ninomiya,Ninomiya,19,31412,35.303333,139.253333,35.303333,kanagawa
jp,ninoseki,Ninoseki,24,,38.408889,140.874444,38.408889,miyagi
jp,ninoshimacho,Ninoshimacho,11,,34.3,132.433333,34.3,hiroshima
jp,ninoshimamachi,Ninoshimamachi,11,,34.3,132.433333,34.3,hiroshima
jp,ninoshima,Ninoshima,11,,34.3,132.433333,34.3,hiroshima
jp,ninowatari,Ninowatari,3,,40.433333,140.633333,40.433333,aomori
jp,ninowatashi,Ninowatashi,3,,40.433333,140.633333,40.433333,aomori
jp,ninyu,Ninyu,12,,42.95,142.333333,42.95,hokkaido
jp,ninzaki,Ninzaki,15,,37.2,136.916667,37.2,ishikawa
jp,nioichi,Nioichi,45,,34.216667,131.55,34.216667,yamaguchi
jp,nio-koji,Nio-koji,16,,39.7,141.133333,39.7,iwate
jp,nio,Nio,13,,34.25,134.716667,34.25,hyogo
jp,nio,Nio,17,,34.2,133.633333,34.2,kagawa
jp,nio,Nio,45,,34.216667,131.55,34.216667,yamaguchi
jp,nippara,Nippara,40,,35.838056,139.041111,35.838056,tokyo
jp,nippombara,Nippombara,31,,35.1,134.133333,35.1,okayama
jp,nippon-odori,Nippon-Odori,19,,35.45,139.65,35.45,kanagawa
jp,nipporimachi,Nipporimachi,40,,35.733333,139.766667,35.733333,tokyo
jp,nippori,Nippori,40,,35.733333,139.766667,35.733333,tokyo
jp,nirasakimachi,Nirasakimachi,46,,35.7,138.45,35.7,yamanashi
jp,nirasaki,Nirasaki,46,33264,35.7,138.45,35.7,yamanashi
jp,nirazakimachi,Nirazakimachi,46,,35.7,138.45,35.7,yamanashi
jp,nirazaki,Nirazaki,46,,35.7,138.45,35.7,yamanashi
jp,nirei,Nirei,26,,36.6,138.333333,36.6,nagano
jp,nire,Nire,26,,36.6,138.333333,36.6,nagano
jp,nirohama,Nirohama,17,,34.257222,133.577778,34.257222,kagawa
jp,nirumi,Nirumi,47,,26.696108,128.113917,26.696108,okinawa
jp,nisekoan,Nisekoan,12,,42.85,140.666667,42.85,hokkaido
jp,nisemoto,Nisemoto,21,,32.75,131.183333,32.75,kumamoto
jp,nishi-agenosho,Nishi-agenosho,45,,33.883333,132.266667,33.883333,yamaguchi
jp,nishi aire,Nishi aire,27,,32.65,130.283333,32.65,nagasaki
jp,nishiamuro,Nishiamuro,18,,28.116667,129.216667,28.116667,kagoshima
jp,nishiaraicho,Nishiaraicho,40,,35.783333,139.783333,35.783333,tokyo
jp,nishiarai,Nishiarai,40,,35.783333,139.783333,35.783333,tokyo
jp,nishi-araya,Nishi-araya,44,,38.65,139.85,38.65,yamagata
jp,nishiashi,Nishiashi,14,,36.633333,140.483333,36.633333,ibaraki
jp,nishi-ashiyoro,Nishi-ashiyoro,12,,43.237222,143.542778,43.237222,hokkaido
jp,nishi-ato-machi,Nishi-ato-machi,26,,36.65,138.183333,36.65,nagano
jp,nishibara,Nishibara,18,,27.4,128.583333,27.4,kagoshima
jp,nishibara,Nishibara,46,,35.638889,139.101944,35.638889,yamanashi
jp,nishibara,Nishibara,47,,26.184167,127.755833,26.184167,okinawa
jp,nishibaru,Nishibaru,18,,27.4,128.583333,27.4,kagoshima
jp,nishibaru,Nishibaru,47,,24.831161,125.296222,24.831161,okinawa
jp,nishibata,Nishibata,7,,33.483333,130.4,33.483333,fukuoka
jp,nishibetsu,Nishibetsu,12,,43.3875,145.122222,43.3875,hokkaido
jp,nishi-biwajima,Nishi-biwajima,1,,35.2,136.866667,35.2,aichi
jp,nishi-biwashima,Nishi-biwashima,1,,35.2,136.866667,35.2,aichi
jp,nishi-bojo,Nishi-bojo,28,,34.483333,135.75,34.483333,nara
jp,nishiboricho,Nishiboricho,19,,35.5,139.716667,35.5,kanagawa
jp,nishi-bure,Nishi-bure,33,,33.8,129.666667,33.8,saga
jp,nishicha,Nishicha,12,,42.191667,142.853889,42.191667,hokkaido
jp,nishicho,Nishicho,11,,34.4,133.083333,34.4,hiroshima
jp,nishidani,Nishidani,31,,35.083333,133.5,35.083333,okayama
jp,nishidomarimachi,Nishidomarimachi,27,,32.733333,129.85,32.733333,nagasaki
jp,nishidomari,Nishidomari,27,,32.733333,129.85,32.733333,nagasaki
jp,nishidosaki,Nishidosaki,7,,33.65,130.366667,33.65,fukuoka
jp,nishi-fukubara,Nishi-fukubara,41,,35.45,133.333333,35.45,tottori
jp,nishifukuda,Nishifukuda,24,,38.430629,141.133358,38.430629,miyagi
jp,nishi-fukuhara,Nishi-fukuhara,41,,35.45,133.333333,35.45,tottori
jp,nishifukujima,Nishifukujima,29,,37.183333,138.266667,37.183333,niigata
jp,nishifukushima,Nishifukushima,29,,37.183333,138.266667,37.183333,niigata
jp,nishi-funamicho,Nishi-funamicho,29,,37.933333,139.066667,37.933333,niigata
jp,nishi-fure,Nishi-fure,33,,33.8,129.666667,33.8,saga
jp,nishi-futami,Nishi-futami,13,,34.7,134.866667,34.7,hyogo
jp,nishigaharamachi,Nishigaharamachi,40,,35.75,139.75,35.75,tokyo
jp,nishigahara,Nishigahara,40,,35.75,139.75,35.75,tokyo
jp,nishigamine,Nishigamine,43,,34.083333,135.283333,34.083333,wakayama
jp,nishigami,Nishigami,43,,34.266667,135.25,34.266667,wakayama
jp,nishigane,Nishigane,14,,36.7,140.383333,36.7,ibaraki
jp,nishigawa,Nishigawa,31,,34.966667,133.816667,34.966667,okayama
jp,nishi-ginza,Nishi-Ginza,40,,35.666667,139.766667,35.666667,tokyo
jp,nishi-gochi,Nishi-gochi,11,,34.833333,132.85,34.833333,hiroshima
jp,nishigocho,Nishigocho,26,,36.65,138.183333,36.65,nagano
jp,nishi-gone,Nishi-gone,21,,32.3,130.133333,32.3,kumamoto
jp,nishigori,Nishigori,24,,38.716667,141.266667,38.716667,miyagi
jp,nishigori,Nishigori,32,,34.483333,135.583333,34.483333,osaka
jp,nishigo-shimo,Nishigo-shimo,24,,38.65,141.15,38.65,miyagi
jp,nishigumi,Nishigumi,1,,34.6,137.183333,34.6,aichi
jp,nishi-hachimammae,Nishi-hachimammae,24,,38.916667,141.583333,38.916667,miyagi
jp,nishihama,Nishihama,11,,34.283333,132.516667,34.283333,hiroshima
jp,nishihama,Nishihama,31,,34.516667,133.483333,34.516667,okayama
jp,nishi-hanawa,Nishi-hanawa,46,,35.583333,138.533333,35.583333,yamanashi
jp,nishihara,Nishihara,11,,34.433333,132.466667,34.433333,hiroshima
jp,nishihara,Nishihara,47,37583,26.184167,127.755833,26.184167,okinawa
jp,nishi-harubetsu,Nishi-harubetsu,12,,43.383333,144.816667,43.383333,hokkaido
jp,nishiharu,Nishiharu,47,,26.343056,127.807222,26.343056,okinawa
jp,nishihata,Nishihata,7,,33.483333,130.4,33.483333,fukuoka
jp,nishihata,Nishihata,28,,34.683333,136.033333,34.683333,nara
jp,nishihera,Nishihera,43,,33.683333,135.983333,33.683333,wakayama
jp,nishi-hidamachi,Nishi-hidamachi,36,,35.233333,133.116667,35.233333,shimane
jp,nishi-hida,Nishi-hida,36,,35.233333,133.116667,35.233333,shimane
